,% Observed
2141,62.5
2142,62.5
2143,63.2
2144,66.0
2145,65.2
2146,65.1
2147,63.1
2148,63.6
2149,62.5
2150,64.2
2151,65.9
2152,65.9
2153,65.9
2154,65.9
2155,65.8
2156,65.8
2157,65.9
2158,65.8
2159,66.0
2160,64.8
2161,63.0
2162,63.0
2163,63.0
2164,62.8
2165,62.7
2166,62.4
2167,63.3
2168,65.9
2169,66.1
2170,66.2
2171,66.1
2172,65.7
2173,66.0
2174,66.1
2175,65.7
2176,66.1
2177,66.0
2178,66.0
2179,65.9
2180,65.8
2181,65.8
2182,65.8
2183,65.9
2184,66.6
2185,66.6
2186,66.5
2187,66.4
2188,66.3
2189,66.3
2190,66.3
2191,66.4
2192,66.6
2193,66.6
2194,66.6
2195,66.5
2196,66.5
2197,66.2
2198,66.5
2199,66.3
2200,66.2
2201,66.2
2202,66.4
2203,66.4
2204,66.3
2205,66.0
2206,66.4
2207,66.4
2208,67.0
2209,67.0
2210,67.1
2211,66.5
2212,66.7
2213,67.0
2214,66.9
2215,66.9
2216,67.0
2217,67.0
2218,67.0
2219,67.0
2220,66.9
2221,66.9
2222,66.7
2223,66.3
2224,66.1
2225,66.1
2226,66.0
2227,65.8
2228,65.5
2229,65.9
2230,66.0
2231,66.0
2232,65.9
2233,65.9
2234,65.9
2235,65.9
2236,65.6
2237,62.3
2238,63.6
2239,62.3
2240,62.4
2241,62.4
2242,62.4
2243,62.4
2244,65.2
2245,65.8
2246,65.9
2247,65.9
2248,65.9
2249,65.9
2250,65.9
2251,65.7
2252,65.7
2253,65.7
2254,65.7
2255,65.9
2256,65.1
2257,65.2
2258,65.3
2259,65.2
2260,65.0
2261,64.9
2262,64.9
2263,65.0
2264,65.0
2265,65.0
2266,65.0
2267,64.5
2268,64.7
2269,64.7
2270,64.7
2271,64.8
2272,64.7
2273,64.8
2274,64.9
2275,64.8
2276,64.6
2277,64.5
2278,64.8
2279,64.9
2280,68.9
2281,68.9
2282,68.9
2283,68.7
2284,68.5
2285,68.5
2286,68.6
2287,68.6
2288,68.7
2289,68.6
2290,68.6
2291,68.6
2292,68.6
2293,68.5
2294,68.4
2295,68.5
2296,68.5
2297,68.4
2298,68.3
2299,68.2
2300,68.1
2301,68.1
2302,68.1
2303,68.1
2304,69.5
2305,69.5
2306,69.5
2307,69.5
2308,69.3
2309,69.2
2310,69.3
2311,69.4
2312,69.5
2313,69.6
2314,67.8
2315,69.6
2316,69.5
2317,69.5
2318,69.4
2319,69.4
2320,69.5
2321,69.4
2322,69.4
2323,69.4
2324,69.4
2325,69.4
2326,69.5
2327,69.5
2328,70.0
2329,70.1
2330,70.1
2331,70.0
2332,69.6
2333,69.4
2334,69.5
2335,68.4
2336,61.4
2337,70.0
2338,68.7
2339,65.2
2340,70.0
2341,69.9
2342,69.9
2343,69.9
2344,69.3
2345,69.2
2346,68.4
2347,69.1
2348,69.0
2349,68.9
2350,68.9
2351,68.9
2352,69.1
2353,69.1
2354,69.1
2355,69.1
2356,65.8
2357,64.2
2358,64.3
2359,64.8
2360,65.4
2361,65.3
2362,65.4
2363,65.4
2364,65.3
2365,65.3
2366,65.3
2367,65.3
2368,65.3
2369,65.2
2370,65.1
2371,65.1
2372,65.0
2373,65.0
2374,64.9
2375,64.9
2376,65.3
2377,65.2
2378,65.2
2379,65.3
2380,65.2
2381,65.2
2382,65.4
2383,65.6
2384,59.9
2385,61.3
2386,65.6
2387,65.6
2388,65.5
2389,65.5
2390,65.3
2391,65.4
2392,65.4
2393,65.4
2394,64.6
2395,64.5
2396,65.1
2397,65.1
2398,65.2
2399,65.2
2400,65.3
2401,65.4
2402,65.4
2403,65.3
2404,65.2
2405,65.2
2406,65.2
2407,65.3
2408,65.2
2409,65.3
2410,65.2
2411,65.2
2412,65.2
2413,65.2
2414,65.2
2415,65.1
2416,65.1
2417,65.2
2418,65.1
2419,64.5
2420,64.1
2421,64.9
2422,65.1
2423,65.2
2424,65.0
2425,65.0
2426,65.0
2427,64.9
2428,64.7
2429,64.6
2430,64.8
2431,64.9
2432,65.0
2433,65.0
2434,64.9
2435,64.9
2436,64.8
2437,64.8
2438,63.2
2439,63.9
2440,64.9
2441,64.8
2442,64.9
2443,64.9
2444,64.7
2445,64.7
2446,64.7
2447,64.8
2448,64.2
2449,65.2
2450,65.2
2451,65.1
2452,64.9
2453,64.7
2454,64.7
2455,64.9
2456,65.1
2457,65.0
2458,64.9
2459,65.0
2460,65.1
2461,65.1
2462,65.0
2463,65.0
2464,65.0
2465,64.9
2466,64.8
2467,64.9
2468,64.9
2469,64.9
2470,65.0
2471,65.0
2472,65.3
2473,65.4
2474,65.3
2475,65.3
2476,65.1
2477,65.0
2478,65.0
2479,64.7
2480,64.9
2481,64.4
2482,65.3
2483,65.2
2484,64.9
2485,65.1
2486,65.2
2487,65.2
2488,61.5
2489,57.8
2490,57.8
2491,57.8
2492,57.7
2493,57.7
2494,57.7
2495,57.7
2496,58.1
2497,58.1
2498,58.0
2499,58.0
2500,57.8
2501,57.9
2502,57.9
2503,57.9
2504,58.0
2505,58.0
2506,58.0
2507,58.1
2508,58.0
2509,58.0
2510,57.8
2511,57.9
2512,57.9
2513,58.0
2514,57.9
2515,63.0
2516,64.6
2517,64.8
2518,64.7
2519,64.9
2520,64.7
2521,63.7
2522,64.4
2523,64.7
2524,64.5
2525,64.4
2526,64.3
2527,64.4
2528,64.5
2529,64.6
2530,64.6
2531,64.6
2532,64.6
2533,64.6
2534,64.5
2535,64.5
2536,64.5
2537,64.5
2538,64.5
2539,64.4
2540,64.3
2541,64.3
2542,64.3
2543,64.4
2544,65.4
2545,65.5
2546,65.2
2547,65.2
2548,65.1
2549,65.0
2550,65.1
2551,65.1
2552,65.1
2553,65.2
2554,65.2
2555,65.2
2556,65.2
2557,65.2
2558,65.1
2559,65.3
2560,65.3
2561,65.3
2562,65.3
2563,65.3
2564,65.3
2565,65.2
2566,65.2
2567,65.3
2568,65.0
2569,64.9
2570,65.0
2571,65.1
2572,65.0
2573,64.9
2574,65.0
2575,65.0
2576,65.1
2577,65.1
2578,65.1
2579,65.2
2580,65.1
2581,65.0
2582,65.1
2583,65.2
2584,65.1
2585,65.1
2586,65.0
2587,65.0
2588,64.9
2589,64.9
2590,65.0
2591,65.1
2592,65.3
2593,65.3
2594,65.3
2595,65.2
2596,65.1
2597,65.0
2598,65.0
2599,65.1
2600,65.0
2601,63.2
2602,61.4
2603,61.2
2604,61.2
2605,61.3
2606,61.3
2607,61.1
2608,61.2
2609,61.2
2610,63.3
2611,64.7
2612,64.0
2613,63.8
2614,64.0
2615,54.4
2616,64.6
2617,64.5
2618,64.1
2619,63.4
2620,63.2
2621,63.0
2622,62.9
2623,63.1
2624,63.6
2625,63.8
2626,63.8
2627,63.7
2628,63.6
2629,63.5
2630,63.6
2631,63.6
2632,63.5
2633,63.5
2634,64.5
2635,64.6
2636,64.7
2637,64.6
2638,64.3
2639,64.4
2640,63.1
2641,63.1
2642,63.1
2643,63.0
2644,62.8
2645,62.8
2646,62.8
2647,63.0
2648,63.0
2649,62.8
2650,62.9
2651,63.5
2652,63.6
2653,63.3
2654,63.6
2655,63.6
2656,63.7
2657,63.7
2658,63.8
2659,63.6
2660,63.6
2661,63.5
2662,63.4
2663,63.3
2664,55.1
2665,64.2
2666,64.2
2667,64.1
2668,64.0
2669,63.9
2670,63.9
2671,64.0
2672,64.1
2673,64.2
2674,64.1
2675,64.1
2676,63.9
2677,63.9
2678,63.9
2679,64.0
2680,64.0
2681,63.9
2682,63.8
2683,63.7
2684,63.7
2685,63.6
2686,63.7
2687,63.8
2688,64.6
2689,64.6
2690,64.4
2691,64.5
2692,64.3
2693,64.2
2694,64.2
2695,64.4
2696,64.6
2697,64.5
2698,64.4
2699,64.4
2700,64.4
2701,64.6
2702,65.0
2703,64.9
2704,65.0
2705,64.8
2706,64.6
2707,64.5
2708,64.2
2709,64.0
2710,64.0
2711,64.2
2712,60.3
2713,49.0
2714,64.4
2715,64.3
2716,64.4
2717,64.4
2718,64.4
2719,64.5
2720,64.4
2721,64.5
2722,64.6
2723,64.8
2724,64.8
2725,64.7
2726,64.7
2727,64.7
2728,64.7
2729,64.7
2730,64.7
2731,64.6
2732,64.2
2733,64.1
2734,64.1
2735,64.1
2736,59.8
2737,58.5
2738,58.4
2739,58.3
2740,61.2
2741,59.4
2742,59.0
2743,60.1
2744,59.4
2745,64.2
2746,59.2
2747,59.4
2748,59.2
2749,60.7
2750,58.9
2751,58.5
2752,58.4
2753,58.7
2754,58.8
2755,58.6
2756,58.1
2757,57.9
2758,57.7
2759,58.0
2760,57.3
2761,57.0
2762,57.2
2763,57.3
2764,59.1
2765,57.8
2766,58.1
2767,57.3
2768,58.5
2769,59.8
2770,61.9
2771,61.8
2772,61.7
2773,61.7
2774,61.5
2775,61.5
2776,61.5
2777,61.5
2778,61.6
2779,61.5
2780,61.4
2781,61.0
2782,60.9
2783,61.0
2784,63.2
2785,63.2
2786,63.1
2787,63.1
2788,63.0
2789,63.1
2790,63.1
2791,53.6
2792,63.5
2793,63.5
2794,63.4
2795,63.2
2796,63.0
2797,62.7
2798,63.0
2799,52.3
2800,47.7
2801,58.8
2802,63.2
2803,63.3
2804,63.1
2805,63.0
2806,63.0
2807,63.0
2808,68.6
2809,68.6
2810,68.6
2811,68.6
2812,68.5
2813,68.6
2814,68.3
2815,68.5
2816,68.3
2817,68.8
2818,68.8
2819,68.5
2820,68.8
2821,68.9
2822,68.9
2823,68.9
2824,68.8
2825,59.1
2826,68.9
2827,68.4
2828,68.6
2829,67.7
2830,68.3
2831,68.3
2832,69.3
2833,69.3
2834,69.2
2835,69.1
2836,69.1
2837,69.2
2838,69.3
2839,69.5
2840,69.6
2841,69.8
2842,69.9
2843,69.8
2844,69.8
2845,69.3
2846,69.3
2847,69.2
2848,69.7
2849,68.9
2850,59.5
2851,69.6
2852,69.4
2853,68.9
2854,69.3
2855,69.3
2856,70.3
2857,70.2
2858,70.1
2859,69.9
2860,69.9
2861,70.1
2862,70.1
2863,70.4
2864,70.1
2865,70.6
2866,70.6
2867,70.6
2868,70.6
2869,70.7
2870,69.2
2871,70.6
2872,69.6
2873,70.0
2874,70.0
2875,70.4
2876,67.4
2877,70.2
2878,69.7
2879,70.1
2880,69.8
2881,70.3
2882,70.2
2883,70.2
2884,70.2
2885,69.8
2886,70.3
2887,70.3
2888,70.4
2889,70.5
2890,70.5
2891,70.6
2892,70.5
2893,70.6
2894,70.6
2895,70.5
2896,70.2
2897,67.7
2898,70.2
2899,70.3
2900,70.1
2901,70.0
2902,70.0
2903,69.9
2904,69.6
2905,70.0
2906,69.9
2907,70.0
2908,70.0
2909,69.8
2910,69.9
2911,70.2
2912,70.2
2913,70.1
2914,70.1
2915,70.0
2916,69.9
2917,69.8
2918,69.8
2919,70.1
2920,70.1
2921,70.0
2922,64.9
2923,64.7
2924,69.7
2925,69.7
2926,61.3
2927,57.0
2928,69.3
2929,69.1
2930,69.1
2931,69.1
2932,69.1
2933,68.7
2934,69.1
2935,69.3
2936,69.4
2937,69.5
2938,69.6
2939,69.6
2940,68.6
2941,69.6
2942,69.6
2943,69.0
2944,69.4
2945,69.5
2946,69.5
2947,69.4
2948,68.7
2949,69.1
2950,68.1
2951,68.1
2952,69.8
2953,69.3
2954,69.6
2955,69.6
2956,69.2
2957,69.7
2958,69.6
2959,69.9
2960,70.2
2961,70.2
2962,70.3
2963,70.2
2964,70.2
2965,70.2
2966,70.1
2967,70.0
2968,69.8
2969,69.8
2970,69.9
2971,69.7
2972,69.1
2973,69.4
2974,69.3
2975,69.3
2976,68.9
2977,68.8
2978,68.8
2979,68.8
2980,68.7
2981,68.7
2982,68.8
2983,69.1
2984,69.3
2985,69.3
2986,69.4
2987,69.1
2988,68.9
2989,68.9
2990,68.9
2991,67.9
2992,69.0
2993,68.9
2994,68.9
2995,68.8
2996,68.6
2997,68.5
2998,68.5
2999,68.0
3000,69.3
3001,69.2
3002,69.3
3003,67.8
3004,69.1
3005,64.5
3006,53.9
3007,67.7
3008,69.6
3009,67.6
3010,65.7
3011,67.2
3012,69.6
3013,69.6
3014,69.5
3015,69.4
3016,69.5
3017,69.0
3018,69.4
3019,68.9
3020,69.2
3021,69.2
3022,69.1
3023,69.1
3024,69.8
3025,69.8
3026,69.8
3027,69.8
3028,69.7
3029,69.5
3030,67.1
3031,67.3
3032,67.4
3033,67.5
3034,67.5
3035,69.1
3036,70.2
3037,69.7
3038,70.2
3039,70.2
3040,70.2
3041,70.1
3042,70.1
3043,70.0
3044,69.8
3045,69.8
3046,69.7
3047,69.8
3048,70.3
3049,70.2
3050,70.2
3051,70.1
3052,70.1
3053,70.2
3054,69.7
3055,60.6
3056,70.6
3057,70.5
3058,70.5
3059,70.4
3060,70.5
3061,70.4
3062,70.4
3063,69.9
3064,70.4
3065,70.3
3066,70.4
3067,70.3
3068,69.5
3069,66.3
3070,66.2
3071,65.9
3072,66.1
3073,66.6
3074,66.5
3075,66.0
3076,65.7
3077,66.4
3078,66.6
3079,66.8
3080,66.9
3081,66.9
3082,66.4
3083,66.9
3084,66.9
3085,66.7
3086,66.9
3087,66.9
3088,66.9
3089,66.9
3090,66.8
3091,66.6
3092,66.5
3093,66.5
3094,66.5
3095,66.5
3096,66.5
3097,66.3
3098,66.6
3099,66.5
3100,66.5
3101,66.5
3102,66.5
3103,66.5
3104,66.8
3105,65.1
3106,61.4
3107,66.8
3108,66.8
3109,66.8
3110,66.9
3111,66.9
3112,66.9
3113,66.8
3114,66.8
3115,66.8
3116,66.5
3117,66.4
3118,66.4
3119,66.4
3120,66.8
3121,66.8
3122,66.7
3123,66.5
3124,66.5
3125,66.5
3126,66.0
3127,66.9
3128,66.9
3129,66.9
3130,67.0
3131,67.2
3132,67.2
3133,67.1
3134,67.2
3135,67.0
3136,67.0
3137,66.5
3138,67.1
3139,66.6
3140,66.9
3141,66.8
3142,66.8
3143,66.8
3144,70.7
3145,70.6
3146,70.5
3147,70.5
3148,70.4
3149,70.5
3150,70.5
3151,70.6
3152,70.8
3153,70.9
3154,70.9
3155,70.4
3156,70.8
3157,70.8
3158,70.6
3159,70.7
3160,70.8
3161,70.8
3162,70.8
3163,70.7
3164,70.5
3165,69.8
3166,70.4
3167,70.4
3168,69.8
3169,70.4
3170,70.3
3171,70.2
3172,70.1
3173,70.2
3174,70.1
3175,70.4
3176,70.5
3177,70.4
3178,70.4
3179,70.4
3180,70.3
3181,64.8
3182,66.3
3183,70.5
3184,70.5
3185,70.5
3186,70.6
3187,70.5
3188,70.2
3189,70.2
3190,70.2
3191,70.3
3192,70.3
3193,70.3
3194,70.3
3195,70.2
3196,70.1
3197,70.0
3198,70.0
3199,70.2
3200,70.4
3201,70.3
3202,70.3
3203,70.4
3204,70.0
3205,70.5
3206,70.4
3207,70.3
3208,69.7
3209,70.2
3210,70.2
3211,69.6
3212,69.9
3213,69.8
3214,69.8
3215,69.8
3216,70.1
3217,70.2
3218,70.1
3219,70.0
3220,70.0
3221,70.1
3222,70.1
3223,70.2
3224,70.3
3225,70.4
3226,70.4
3227,69.8
3228,70.3
3229,70.2
3230,69.7
3231,69.3
3232,68.3
3233,67.9
3234,69.9
3235,70.1
3236,70.0
3237,68.4
3238,69.9
3239,69.9
3240,69.7
3241,69.7
3242,69.2
3243,69.7
3244,69.6
3245,69.3
3246,69.6
3247,69.7
3248,69.9
3249,70.0
3250,70.1
3251,69.8
3252,70.0
3253,70.1
3254,70.0
3255,69.8
3256,69.7
3257,69.5
3258,69.7
3259,69.7
3260,69.5
3261,69.4
3262,69.2
3263,69.2
3264,68.0
3265,69.0
3266,68.5
3267,68.8
3268,67.4
3269,68.2
3270,68.2
3271,68.6
3272,69.2
3273,66.4
3274,52.2
3275,52.2
3276,49.7
3277,44.5
3278,52.4
3279,52.3
3280,51.8
3281,52.4
3282,52.4
3283,52.4
3284,52.3
3285,52.3
3286,64.8
3287,68.9
3288,69.5
3289,69.5
3290,69.6
3291,69.6
3292,69.4
3293,69.4
3294,69.5
3295,69.7
3296,69.8
3297,69.4
3298,69.8
3299,69.7
3300,69.6
3301,69.6
3302,69.5
3303,68.6
3304,69.5
3305,69.6
3306,69.6
3307,69.6
3308,69.5
3309,69.5
3310,58.3
3311,69.5
3312,69.6
3313,69.6
3314,69.6
3315,69.5
3316,69.4
3317,69.4
3318,69.5
3319,69.6
3320,69.8
3321,69.8
3322,69.8
3323,69.8
3324,69.8
3325,69.8
3326,69.8
3327,69.9
3328,69.9
3329,69.8
3330,69.9
3331,69.8
3332,68.7
3333,69.5
3334,69.4
3335,69.5
3336,70.1
3337,70.0
3338,70.0
3339,69.9
3340,69.3
3341,69.8
3342,69.9
3343,70.1
3344,69.8
3345,68.4
3346,67.4
3347,69.9
3348,70.3
3349,70.2
3350,69.8
3351,68.6
3352,70.1
3353,70.2
3354,70.1
3355,70.1
3356,69.9
3357,69.8
3358,69.9
3359,70.0
3360,70.3
3361,70.1
3362,70.1
3363,69.9
3364,69.6
3365,69.7
3366,69.4
3367,70.1
3368,70.3
3369,70.1
3370,70.4
3371,69.9
3372,70.4
3373,70.3
3374,70.2
3375,70.1
3376,70.2
3377,69.6
3378,70.2
3379,69.3
3380,68.8
3381,68.2
3382,68.3
3383,68.7
3384,68.9
3385,68.8
3386,68.7
3387,68.7
3388,68.7
3389,68.7
3390,68.7
3391,68.8
3392,69.1
3393,69.2
3394,69.2
3395,69.2
3396,69.2
3397,69.2
3398,69.1
3399,68.9
3400,68.9
3401,68.9
3402,68.2
3403,68.7
3404,68.6
3405,68.8
3406,68.8
3407,68.8
3408,69.0
3409,69.0
3410,68.9
3411,68.9
3412,68.8
3413,68.8
3414,68.7
3415,69.0
3416,69.1
3417,68.2
3418,69.1
3419,69.3
3420,69.2
3421,69.2
3422,69.2
3423,69.2
3424,69.2
3425,69.2
3426,69.1
3427,68.5
3428,68.9
3429,68.4
3430,68.9
3431,58.9
3432,69.0
3433,68.9
3434,68.8
3435,68.7
3436,68.6
3437,68.6
3438,68.7
3439,68.9
3440,69.1
3441,68.5
3442,68.9
3443,68.9
3444,68.9
3445,68.8
3446,68.9
3447,68.7
3448,66.9
3449,62.9
3450,63.0
3451,62.9
3452,62.7
3453,62.7
3454,62.7
3455,62.6
3456,62.7
3457,62.8
3458,63.0
3459,62.9
3460,62.0
3461,62.8
3462,62.8
3463,63.0
3464,63.2
3465,63.2
3466,63.1
3467,63.1
3468,63.0
3469,63.1
3470,63.1
3471,63.0
3472,62.9
3473,62.9
3474,62.9
3475,62.8
3476,62.7
3477,62.7
3478,62.6
3479,62.5
3480,62.8
3481,62.7
3482,62.6
3483,62.6
3484,62.5
3485,52.7
3486,62.4
3487,62.7
3488,63.0
3489,60.6
3490,63.0
3491,63.0
3492,61.4
3493,62.9
3494,63.0
3495,63.0
3496,63.0
3497,63.0
3498,62.9
3499,62.9
3500,62.0
3501,54.7
3502,54.7
3503,54.8
3504,55.6
3505,55.6
3506,55.6
3507,55.6
3508,55.4
3509,58.8
3510,63.2
3511,63.4
3512,63.6
3513,63.7
3514,63.5
3515,63.5
3516,63.5
3517,63.4
3518,63.4
3519,63.4
3520,63.3
3521,63.4
3522,63.5
3523,63.5
3524,63.3
3525,63.4
3526,63.3
3527,63.3
3528,63.4
3529,63.3
3530,63.2
3531,63.1
3532,63.0
3533,63.1
3534,63.1
3535,63.2
3536,63.1
3537,63.4
3538,63.5
3539,63.5
3540,62.6
3541,63.5
3542,63.5
3543,63.6
3544,63.5
3545,63.5
3546,63.3
3547,56.4
3548,55.0
3549,55.2
3550,55.3
3551,55.3
3552,55.5
3553,55.5
3554,55.4
3555,55.4
3556,55.3
3557,55.4
3558,55.4
3559,55.5
3560,55.7
3561,55.8
3562,55.8
3563,55.6
3564,55.4
3565,61.1
3566,63.4
3567,63.5
3568,63.5
3569,63.5
3570,63.5
3571,63.3
3572,63.1
3573,62.9
3574,63.0
3575,63.1
3576,55.5
3577,55.4
3578,55.4
3579,55.3
3580,55.2
3581,55.1
3582,55.3
3583,55.5
3584,55.7
3585,55.7
3586,55.7
3587,55.6
3588,55.6
3589,55.6
3590,55.6
3591,55.6
3592,55.7
3593,55.7
3594,55.7
3595,55.5
3596,55.4
3597,55.3
3598,55.4
3599,55.4
3600,63.2
3601,63.1
3602,63.1
3603,63.0
3604,62.9
3605,63.0
3606,63.0
3607,63.1
3608,63.2
3609,63.4
3610,63.3
3611,63.3
3612,63.3
3613,63.3
3614,63.3
3615,63.4
3616,63.4
3617,63.4
3618,63.4
3619,63.3
3620,63.1
3621,63.1
3622,63.2
3623,63.2
3624,63.2
3625,63.0
3626,62.8
3627,62.9
3628,62.9
3629,62.9
3630,53.4
3631,63.1
3632,63.4
3633,63.4
3634,63.4
3635,63.2
3636,63.1
3637,63.0
3638,63.2
3639,63.1
3640,63.1
3641,63.2
3642,63.2
3643,63.1
3644,63.0
3645,63.0
3646,63.1
3647,63.0
3648,63.0
3649,63.0
3650,63.0
3651,62.9
3652,62.7
3653,62.7
3654,59.9
3655,60.6
3656,63.1
3657,63.2
3658,63.2
3659,60.3
3660,63.0
3661,63.2
3662,62.7
3663,62.9
3664,62.9
3665,62.8
3666,62.9
3667,62.9
3668,62.7
3669,62.7
3670,62.6
3671,62.7
3672,62.7
3673,62.7
3674,62.7
3675,62.6
3676,62.5
3677,62.5
3678,62.5
3679,62.7
3680,62.8
3681,62.9
3682,62.9
3683,63.0
3684,62.9
3685,62.8
3686,63.0
3687,62.9
3688,62.7
3689,62.6
3690,62.5
3691,62.5
3692,62.3
3693,62.5
3694,62.4
3695,62.4
3696,63.3
3697,63.0
3698,63.2
3699,63.1
3700,62.1
3701,62.8
3702,63.0
3703,63.2
3704,63.4
3705,63.4
3706,63.4
3707,63.4
3708,63.4
3709,63.5
3710,63.5
3711,63.5
3712,63.5
3713,63.5
3714,63.6
3715,63.4
3716,63.3
3717,63.3
3718,63.3
3719,63.3
3720,63.2
3721,63.2
3722,63.2
3723,63.1
3724,63.1
3725,63.0
3726,62.9
3727,63.1
3728,63.3
3729,63.4
3730,63.4
3731,63.3
3732,63.3
3733,63.3
3734,63.6
3735,63.3
3736,63.2
3737,63.3
3738,63.3
3739,63.2
3740,63.1
3741,63.1
3742,63.1
3743,63.1
3744,63.1
3745,62.9
3746,62.9
3747,62.9
3748,62.9
3749,62.9
3750,61.5
3751,46.6
3752,46.7
3753,46.9
3754,46.9
3755,46.8
3756,46.7
3757,46.6
3758,46.6
3759,46.6
3760,46.5
3761,46.5
3762,46.6
3763,46.5
3764,46.4
3765,46.3
3766,46.4
3767,46.3
3768,46.2
3769,46.2
3770,46.1
3771,46.0
3772,45.9
3773,46.0
3774,45.9
3775,46.0
3776,46.2
3777,46.3
3778,46.3
3779,46.3
3780,46.2
3781,46.1
3782,46.1
3783,46.1
3784,46.2
3785,46.3
3786,46.2
3787,46.0
3788,46.0
3789,46.1
3790,46.1
3791,46.1
3792,52.8
3793,52.5
3794,52.6
3795,52.6
3796,52.6
3797,57.0
3798,69.1
3799,69.3
3800,69.0
3801,69.5
3802,69.5
3803,69.4
3804,69.4
3805,69.4
3806,69.4
3807,69.3
3808,69.4
3809,69.4
3810,69.3
3811,69.3
3812,69.1
3813,69.1
3814,69.1
3815,69.1
3816,69.6
3817,69.5
3818,69.2
3819,69.3
3820,69.2
3821,65.8
3822,66.6
3823,68.9
3824,69.4
3825,69.2
3826,69.6
3827,69.5
3828,69.7
3829,69.6
3830,69.3
3831,69.0
3832,69.6
3833,69.2
3834,69.1
3835,69.5
3836,68.9
3837,69.4
3838,69.4
3839,69.4
3840,69.6
3841,69.6
3842,69.6
3843,69.5
3844,69.4
3845,64.5
3846,63.7
3847,69.4
3848,69.6
3849,69.7
3850,69.7
3851,69.6
3852,68.0
3853,69.3
3854,69.3
3855,69.2
3856,69.3
3857,68.7
3858,69.3
3859,69.4
3860,69.3
3861,68.2
3862,69.3
3863,68.8
3864,69.6
3865,69.5
3866,69.5
3867,69.4
3868,69.3
3869,69.3
3870,69.2
3871,69.3
3872,69.5
3873,69.4
3874,69.4
3875,69.5
3876,69.4
3877,69.4
3878,69.4
3879,68.8
3880,68.8
3881,65.8
3882,68.8
3883,69.4
3884,67.6
3885,68.0
3886,68.0
3887,68.6
3888,69.5
3889,68.5
3890,69.4
3891,69.4
3892,69.2
3893,69.2
3894,68.6
3895,69.1
3896,68.2
3897,69.4
3898,69.4
3899,69.4
3900,69.3
3901,69.3
3902,69.2
3903,69.3
3904,69.2
3905,69.3
3906,69.3
3907,69.2
3908,69.2
3909,69.1
3910,69.1
3911,69.1
3912,69.2
3913,69.2
3914,69.1
3915,69.1
3916,69.0
3917,69.0
3918,69.0
3919,69.0
3920,69.1
3921,69.1
3922,69.1
3923,69.2
3924,69.0
3925,69.0
3926,69.1
3927,69.0
3928,69.2
3929,69.1
3930,69.1
3931,69.1
3932,68.9
3933,68.9
3934,68.9
3935,68.9
3936,62.5
3937,62.4
3938,62.4
3939,61.0
3940,61.0
3941,62.2
3942,62.6
3943,62.5
3944,62.6
3945,62.6
3946,62.4
3947,62.4
3948,57.0
3949,58.2
3950,62.3
3951,62.2
3952,62.3
3953,62.3
3954,62.3
3955,62.1
3956,62.0
3957,62.0
3958,62.0
3959,62.0
3960,68.2
3961,68.2
3962,68.2
3963,68.1
3964,68.0
3965,67.9
3966,68.0
3967,68.2
3968,67.8
3969,68.3
3970,68.3
3971,68.2
3972,67.6
3973,68.2
3974,68.3
3975,68.3
3976,68.3
3977,68.3
3978,68.2
3979,68.1
3980,68.0
3981,67.5
3982,68.1
3983,68.0
3984,68.4
3985,68.4
3986,68.3
3987,68.2
3988,67.5
3989,68.2
3990,68.2
3991,68.0
3992,68.4
3993,68.5
3994,68.4
3995,68.4
3996,67.4
3997,68.4
3998,68.5
3999,68.4
4000,67.8
4001,68.5
4002,68.0
4003,68.4
4004,68.5
4005,68.4
4006,67.9
4007,68.3
4008,68.1
4009,68.5
4010,68.5
4011,68.5
4012,68.4
4013,68.4
4014,67.8
4015,67.5
4016,68.2
4017,68.2
4018,68.7
4019,65.9
4020,68.6
4021,66.9
4022,68.5
4023,68.5
4024,67.2
4025,67.6
4026,67.7
4027,67.5
4028,67.5
4029,67.6
4030,67.7
4031,67.6
4032,67.3
4033,67.2
4034,67.2
4035,67.6
4036,67.5
4037,67.6
4038,67.6
4039,67.7
4040,67.8
4041,67.8
4042,67.3
4043,67.8
4044,67.3
4045,68.4
4046,68.4
4047,68.6
4048,68.6
4049,68.1
4050,68.6
4051,68.6
4052,68.4
4053,68.5
4054,68.5
4055,68.4
4056,68.3
4057,68.3
4058,68.2
4059,68.1
4060,68.1
4061,68.3
4062,68.3
4063,35.2
4064,41.1
4065,68.6
4066,68.6
4067,68.6
4068,68.6
4069,68.6
4070,68.5
4071,68.5
4072,68.6
4073,67.9
4074,68.5
4075,68.4
4076,68.4
4077,68.3
4078,68.2
4079,67.7
4080,69.1
4081,69.5
4082,69.4
4083,69.5
4084,69.4
4085,69.4
4086,69.4
4087,69.5
4088,69.5
4089,69.5
4090,69.0
4091,69.5
4092,69.5
4093,69.5
4094,69.5
4095,69.6
4096,69.6
4097,69.6
4098,69.6
4099,68.4
4100,69.3
4101,69.2
4102,69.3
4103,69.3
4104,69.2
4105,69.1
4106,69.1
4107,69.0
4108,68.9
4109,68.9
4110,68.9
4111,68.9
4112,69.0
4113,69.0
4114,68.7
4115,67.7
4116,68.9
4117,68.8
4118,68.8
4119,68.9
4120,68.9
4121,68.9
4122,68.9
4123,68.8
4124,68.8
4125,68.9
4126,68.8
4127,68.7
4128,68.9
4129,68.9
4130,68.9
4131,68.8
4132,68.8
4133,68.8
4134,68.8
4135,69.0
4136,69.1
4137,69.2
4138,69.2
4139,69.0
