,target
1962,-0.129
1963,-0.124
1964,-0.063
1965,-0.11
1966,-0.163
1967,-0.047
1968,-0.115
1969,-0.18
1970,-0.121
1971,0.136
1972,0.035
1973,-0.142
1974,-0.111
1975,-0.102
1976,-0.113
1977,-0.144
1978,-0.123
1979,-0.11
1980,-0.127
1981,-0.142
1982,-0.117
1983,-0.116
1984,1.061
1985,1.112
1986,1.026
1987,2.341
1988,2.849
1989,2.373
1990,4.715
1991,4.7330000000000005
1992,4.976
1993,2.888
1994,1.808
1995,0.905
1996,-0.001
1997,-0.172
1998,0.637
1999,1.199
2000,0.108
2001,-0.138
2002,-0.165
2003,-0.124
2004,-0.123
2005,-0.134
2006,0.867
2007,0.893
2008,-0.042
2009,-0.149
2010,0.202
2011,1.185
2012,1.36
2013,0.643
2014,1.433
2015,0.931
2016,0.575
2017,0.147
2018,0.077
2019,-0.039
2020,-0.173
2021,-0.145
2022,-0.155
2023,-0.1669999999999999
2024,-0.115
2025,-0.141
2026,-0.127
2027,-0.131
2028,-0.127
2029,-0.146
2030,-0.172
2031,-0.141
2032,-0.15
2033,-0.116
2034,-0.128
2035,-0.14
2036,-0.133
2037,-0.119
2038,-0.126
2039,-0.154
2040,-0.129
2041,-0.119
2042,-0.133
2043,-0.1669999999999999
2044,-0.13
2045,-0.109
2046,-0.121
2047,-0.122
2048,-0.124
2049,-0.141
2050,-0.139
2051,-0.159
2052,-0.151
2053,-0.132
2054,-0.174
2055,-0.136
2056,-0.171
2057,-0.141
2058,-0.1369999999999999
2059,-0.161
2060,-0.111
2061,-0.12
2062,-0.128
2063,-0.111
2064,-0.1669999999999999
2065,-0.131
2066,-0.152
2067,0.773
2068,-0.178
2069,-0.132
2070,-0.172
2071,-0.099
2072,-0.21
2073,-0.149
2074,-0.162
2075,-0.126
2076,-0.131
2077,-0.109
2078,-0.109
2079,-0.123
2080,-0.15
2081,1.315
2082,0.535
2083,0.065
2084,0.206
2085,0.6679999999999999
2086,0.7809999999999999
2087,0.354
2088,0.238
2089,0.254
2090,-0.138
2091,-0.114
2092,-0.102
2093,-0.114
2094,-0.102
2095,-0.119
2096,-0.156
2097,-0.12
2098,-0.117
2099,-0.126
2100,-0.122
2101,-0.119
2102,-0.109
2103,-0.151
2104,-0.12
2105,-0.106
2106,-0.134
2107,-0.151
2108,-0.114
2109,-0.147
2110,-0.143
2111,-0.141
2112,-0.158
2113,1.3330000000000002
2114,0.506
2115,1.308
2116,1.95
2117,3.343
2118,3.495
2119,4.157
2120,4.476
2121,5.019
2122,4.954
2123,4.495
2124,4.31
2125,4.213
2126,2.951
2127,3.411
2128,3.908
2129,3.542
2130,4.065
2131,3.665
2132,3.4730000000000003
2133,3.459
2134,3.113
2135,3.981
2136,3.636
2137,3.671
2138,3.45
2139,4.402
2140,3.989
2141,3.972
2142,2.587
2143,2.189
2144,2.915
2145,3.071
2146,5.005
2147,5.961
2148,5.832999999999998
2149,7.592
2150,7.651
2151,7.633999999999999
2152,7.735
2153,5.307
2154,3.923
2155,3.448
2156,2.208
2157,1.82
2158,1.4269999999999998
2159,2.149
2160,1.713
2161,1.1909999999999998
2162,3.173
2163,4.167
2164,9.704
2165,15.044
2166,10.005
2167,5.775
2168,4.873
2169,5.415
2170,3.89
2171,4.369
2172,5.122000000000001
2173,8.657
2174,11.39
2175,44.182
2176,38.946
2177,34.803000000000004
2178,37.244
2179,36.907
2180,28.45
2181,32.214
2182,32.497
2183,32.217
2184,25.769
2185,19.478
2186,18.418
2187,24.529
2188,25.197
2189,22.155
2190,19.015
2191,25.402
2192,33.477
2193,35.456
2194,36.01300000000001
2195,35.424
2196,36.217
2197,38.125
2198,36.8
2199,40.653
2200,41.654
2201,41.97
2202,38.393
2203,36.722
2204,35.574
2205,31.085
2206,34.245
2207,32.346
2208,31.421
2209,30.352
2210,29.56900000000001
2211,31.958
2212,28.044
2213,22.687
2214,23.941
2215,26.708
2216,26.616
2217,26.801
2218,30.508000000000006
2219,28.365
2220,33.317
2221,35.991
2222,33.942
2223,30.006
2224,31.635
2225,30.033
2226,13.890999999999998
2227,26.593000000000004
2228,27.06900000000001
2229,29.224
2230,32.195
2231,36.075
2232,39.172
2233,40.447
2234,32.897
2235,31.737
2236,27.205
2237,26.849
2238,23.029
2239,20.221
2240,18.909
2241,17.671
2242,16.955
2243,21.506
2244,23.374
2245,12.286
2246,8.597999999999999
2247,9.744
2248,9.016
2249,8.161
2250,8.63
2251,8.951
2252,7.233
2253,5.292000000000002
2254,4.0939999999999985
2255,3.582
2256,3.828
2257,4.56
2258,3.707
2259,3.939
2260,4.9
2261,3.3310000000000004
2262,4.35
2263,3.776
2264,3.141
2265,4.333
2266,3.573
2267,3.152
2268,2.708
2269,1.721
2270,1.602
2271,0.905
2272,0.841
2273,1.412
2274,2.523
2275,3.752
2276,4.462
2277,5.202000000000001
2278,4.069
2279,3.1180000000000003
2280,2.399
2281,3.029
2282,6.49
2283,7.704
2284,6.777
2285,6.193
2286,5.183
2287,6.057
2288,6.506
2289,7.434
2290,8.184
2291,5.7360000000000015
2292,5.287000000000001
2293,5.419
2294,2.568
2295,1.289
2296,0.612
2297,-0.028
2298,-0.229
2299,-0.19
2300,-0.13
2301,-0.138
2302,-0.131
2303,-0.16
2304,-0.143
2305,0.076
2306,0.696
2307,0.863
2308,0.467
2309,0.7340000000000001
2310,0.79
2311,1.031
2312,1.136
2313,1.244
2314,0.7440000000000001
2315,0.8490000000000001
2316,1.233
2317,1.086
2318,0.3720000000000001
2319,-0.005
2320,-0.166
2321,-0.157
2322,-0.156
2323,-0.142
2324,-0.142
2325,-0.142
2326,-0.128
2327,-0.1639999999999999
2328,-0.216
2329,-0.173
2330,-0.142
2331,-0.149
2332,-0.13
2333,-0.191
2334,-0.16
2335,-0.177
2336,-0.193
2337,-0.173
2338,0.065
2339,-0.103
2340,0.542
2341,-0.06
2342,-0.161
2343,-0.14
2344,-0.148
2345,-0.138
2346,0.046
2347,0.562
2348,0.62
2349,1.459
2350,0.575
2351,0.741
2352,0.906
2353,2.2880000000000003
2354,3.515
2355,4.045
2356,5.519
2357,5.64
2358,6.046
2359,4.926
2360,3.966
2361,4.732
2362,4.602
2363,4.529
2364,4.009
2365,2.702
2366,2.611
2367,2.194
2368,2.381
2369,3.179
2370,3.893
2371,1.561
2372,0.976
2373,1.492
2374,0.675
2375,0.099
2376,-0.203
2377,-0.17
2378,-0.123
2379,-0.148
2380,0.36
2381,0.3229999999999999
2382,0.591
2383,0.478
2384,1.126
2385,1.195
2386,2.7110000000000003
2387,3.0780000000000003
2388,4.175
2389,5.443
2390,7.593
2391,8.203
2392,5.5520000000000005
2393,5.921
2394,4.487
2395,5.18
2396,3.933
2397,3.805
2398,2.185
2399,2.469
2400,2.084
2401,0.846
2402,1.307
2403,2.8280000000000003
2404,4.404
2405,2.48
2406,4.003
2407,4.4060000000000015
2408,5.806
2409,6.57
2410,5.984
2411,7.4460000000000015
2412,11.637
2413,13.277
2414,14.41
2415,11.979
2416,13.022
2417,9.051
2418,10.073
2419,10.296
2420,16.703
2421,18.775
2422,16.250999999999998
2423,15.639
2424,18.409
2425,16.993
2426,17.123
2427,16.305999999999994
2428,14.511
2429,17.637
2430,19.824
2431,19.111
2432,18.362
2433,18.909
2434,18.616
2435,17.463
2436,16.565
2437,14.474
2438,11.163
2439,7.737999999999999
2440,6.664
2441,5.694
2442,4.288
2443,4.614
2444,5.057
2445,6.848
2446,5.483
2447,6.6960000000000015
2448,5.795
2449,4.206
2450,2.585
2451,2.775
2452,1.878
2453,1.6030000000000002
2454,1.2919999999999998
2455,0.382
2456,0.08
2457,0.025
2458,-0.089
2459,-0.129
2460,-0.145
2461,-0.14
2462,-0.07
2463,-0.146
2464,-0.125
2465,-0.118
2466,-0.11
2467,-0.113
2468,-0.132
2469,-0.113
2470,-0.12
2471,-0.116
2472,-0.12
2473,-0.128
2474,-0.127
2475,-0.115
2476,-0.144
2477,-0.142
2478,-0.147
2479,-0.139
2480,-0.14
2481,-0.123
2482,-0.131
2483,-0.153
2484,-0.148
2485,-0.143
2486,-0.13
2487,-0.163
2488,-0.116
2489,0.023
2490,-0.136
2491,-0.162
2492,-0.19
2493,-0.147
2494,-0.159
2495,-0.186
2496,-0.14
2497,-0.134
2498,-0.18
2499,-0.175
2500,-0.186
2501,-0.184
2502,-0.208
2503,-0.151
2504,-0.089
2505,-0.037
2506,0.25
2507,0.146
2508,-0.166
2509,-0.151
2510,-0.181
2511,-0.174
2512,-0.09
2513,-0.102
2514,-0.156
2515,-0.1669999999999999
2516,-0.209
2517,-0.178
2518,-0.183
2519,-0.181
2520,-0.148
2521,-0.174
2522,-0.162
2523,-0.146
2524,-0.185
2525,-0.1639999999999999
2526,-0.171
2527,-0.135
2528,-0.179
2529,-0.157
2530,-0.188
2531,-0.1639999999999999
2532,-0.162
2533,-0.171
2534,-0.147
2535,-0.1669999999999999
2536,-0.183
2537,-0.193
2538,-0.2
2539,-0.177
2540,-0.21
2541,-0.1669999999999999
2542,-0.152
2543,-0.15
2544,-0.154
2545,-0.179
2546,-0.14
2547,-0.18
2548,-0.16
2549,-0.197
2550,-0.204
2551,-0.149
2552,-0.135
2553,-0.145
2554,-0.165
2555,-0.145
2556,-0.122
2557,-0.149
2558,-0.175
2559,-0.14
2560,-0.144
2561,-0.149
2562,-0.155
2563,-0.198
2564,-0.165
2565,-0.136
2566,-0.172
2567,-0.156
2568,-0.128
2569,-0.203
2570,-0.111
2571,-0.153
2572,-0.145
2573,-0.132
2574,-0.149
2575,-0.138
2576,-0.149
2577,-0.245
2578,0.632
2579,3.048
2580,3.78
2581,4.422
2582,1.789
2583,1.181
2584,0.55
2585,0.505
2586,0.106
2587,0.354
2588,0.409
2589,-0.144
2590,-0.153
2591,-0.155
2592,0.09
2593,0.1369999999999999
2594,-0.191
2595,-0.136
2596,-0.101
2597,-0.134
2598,-0.13
2599,-0.145
2600,-0.178
2601,-0.121
2602,0.764
2603,2.013
2604,2.037
2605,1.025
2606,1.681
2607,2.271
2608,0.836
2609,0.575
2610,0.722
2611,1.379
2612,2.09
2613,1.052
2614,0.3229999999999999
2615,-0.104
2616,-0.163
2617,-0.178
2618,-0.133
2619,0.003
2620,-0.026
2621,-0.062
2622,0.134
2623,0.4970000000000001
2624,1.912
2625,2.145
2626,3.4560000000000004
2627,4.848
2628,3.009
2629,3.398
2630,1.876
2631,0.984
2632,0.71
2633,0.339
2634,-0.0069999999999999
2635,0.033
2636,-0.184
2637,-0.1639999999999999
2638,-0.1639999999999999
2639,-0.119
2640,0.014
2641,-0.02
2642,0.123
2643,-0.09
2644,-0.133
2645,-0.119
2646,-0.127
2647,-0.118
2648,-0.132
2649,-0.145
2650,0.099
2651,0.095
2652,-0.115
2653,-0.132
2654,-0.127
2655,-0.118
2656,-0.133
2657,-0.145
2658,-0.156
2659,-0.125
2660,-0.134
2661,-0.128
2662,-0.133
2663,-0.149
2664,-0.159
2665,-0.138
2666,-0.162
2667,0.531
2668,0.328
2669,0.04
2670,-0.182
2671,-0.056
2672,0.5529999999999999
2673,0.57
2674,0.44
2675,-0.066
2676,-0.129
2677,-0.152
2678,-0.13
2679,-0.15
2680,-0.117
2681,-0.159
2682,0.763
2683,1.638
2684,0.684
2685,-0.146
2686,-0.1669999999999999
2687,-0.118
2688,-0.119
2689,-0.138
2690,-0.139
2691,-0.147
2692,-0.128
2693,0.7290000000000001
2694,-0.031
2695,-0.108
2696,-0.132
2697,-0.109
2698,-0.126
2699,0.289
2700,2.505
2701,1.967
2702,3.712
2703,2.915
2704,3.262
2705,3.412
2706,4.174
2707,5.103
2708,5.818
2709,7.237
2710,9.782
2711,11.505
2712,14.401
2713,16.951
2714,14.852
2715,15.572
2716,13.882
2717,12.509
2718,11.949000000000002
2719,9.361
2720,3.953
2721,1.6569999999999998
2722,1.3230000000000002
2723,2.314
2724,3.039
2725,1.743
2726,0.599
2727,0.523
2728,0.375
2729,0.283
2730,0.155
2731,0.026
2732,0.201
2733,-0.084
2734,-0.156
2735,-0.157
2736,-0.158
2737,0.003
2738,-0.107
2739,-0.161
2740,-0.049
2741,0.639
2742,0.348
2743,1.182
2744,3.219
2745,4.977
2746,6.349
2747,5.136
2748,3.931
2749,2.482
2750,1.996
2751,2.596
2752,2.812
2753,8.57
2754,14.615
2755,11.851
2756,9.459
2757,5.93
2758,3.967
2759,3.3310000000000004
2760,3.531
2761,4.742
2762,4.905
2763,5.407
2764,7.816
2765,13.264
2766,20.208
2767,24.762
2768,16.986
2769,17.037
2770,17.517
2771,19.243
2772,21.44
2773,23.412
2774,26.751
2775,31.788
2776,33.779
2777,31.618
2778,35.579
2779,37.538
2780,33.942
2781,29.843000000000004
2782,28.667
2783,28.199
2784,25.313
2785,22.354
2786,18.657
2787,19.605
2788,18.56900000000001
2789,16.24
2790,17.308
2791,18.031
2792,17.049
2793,16.295
2794,18.065
2795,13.045
2796,16.5
2797,22.549
2798,26.246
2799,28.321
2800,34.997
2801,42.438
2802,42.012
2803,40.201
2804,28.388
2805,20.582
2806,17.274
2807,16.789
2808,17.955
2809,14.33
2810,20.21
2811,20.495
2812,20.827
2813,26.277
2814,26.885
2815,21.583
2816,14.837
2817,13.754
2818,13.7
2819,8.722999999999999
2820,6.045
2821,2.378
2822,1.846
2823,0.6509999999999999
2824,0.176
2825,-0.016
2826,-0.182
2827,-0.156
2828,-0.1639999999999999
2829,-0.116
2830,-0.138
2831,-0.099
2832,-0.162
2833,0.175
2834,1.392
2835,2.063
2836,2.434
2837,2.712
2838,1.806
2839,2.42
2840,2.904
2841,2.437
2842,3.4330000000000003
2843,3.273
2844,3.068
2845,4.042
2846,5.187
2847,4.886
2848,6.712999999999999
2849,7.209
2850,7.686
2851,8.517000000000001
2852,6.787000000000001
2853,9.819
2854,9.942
2855,11.111
2856,13.383
2857,12.521
2858,11.324000000000002
2859,9.614
2860,8.974
2861,8.517000000000001
2862,7.081
2863,5.5760000000000005
2864,6.864
2865,6.6320000000000014
2866,7.349
2867,8.122
2868,9.922
2869,10.467
2870,10.767
2871,11.012
2872,8.799
2873,8.601
2874,8.203
2875,7.864
2876,8.328
2877,8.484
2878,8.978
2879,8.312999999999999
2880,6.376
2881,6.066
2882,7.762
2883,7.112
2884,8.01
2885,7.647
2886,6.811
2887,7.005
2888,6.61
2889,4.518
2890,3.997
2891,3.515
2892,3.035
2893,2.894
2894,3.299
2895,2.997
2896,2.846
2897,1.097
2898,0.703
2899,0.688
2900,0.732
2901,0.337
2902,0.094
2903,0.105
2904,0.044
2905,-0.067
2906,0.005
2907,-0.153
2908,-0.128
2909,-0.121
2910,-0.143
2911,-0.13
2912,-0.132
2913,-0.143
2914,-0.1369999999999999
2915,-0.162
2916,-0.117
2917,-0.135
2918,-0.1689999999999999
2919,-0.136
2920,-0.145
2921,-0.115
2922,-0.119
2923,-0.112
2924,-0.141
2925,-0.083
2926,0.921
2927,1.4269999999999998
2928,1.815
2929,0.983
2930,1.111
2931,0.8029999999999999
2932,0.831
2933,0.541
2934,0.593
2935,1.161
2936,1.165
2937,0.8
2938,0.5329999999999999
2939,0.334
2940,0.527
2941,0.7509999999999999
2942,0.752
2943,1.435
2944,1.4
2945,1.043
2946,0.51
2947,1.052
2948,1.906
2949,4.1530000000000005
2950,3.837
2951,4.583
2952,4.2860000000000005
2953,3.71
2954,5.37
2955,7.311
2956,6.4460000000000015
2957,5.555
2958,6.395
2959,7.331
2960,8.868
2961,9.723
2962,7.585
2963,0.799
2964,3.109
2965,4.651
2966,6.223
2967,7.678
2968,7.425
2969,4.709
2970,3.934
2971,5.19
2972,9.241
2973,11.915
2974,21.067
2975,29.126
2976,32.393
2977,31.34
2978,27.123
2979,22.235
2980,22.253
2981,24.582
2982,22.88
2983,17.608
2984,18.981
2985,19.039
2986,16.629
2987,19.69400000000001
2988,26.314
2989,34.569
2990,42.277
2991,31.913
2992,27.388
2993,24.263
2994,17.291
2995,13.563
2996,11.407
2997,10.028
2998,11.174
2999,18.81
3000,17.847
3001,21.359
3002,25.977
3003,18.167
3004,23.215
3005,18.37
3006,18.173
3007,22.58
3008,23.687
3009,21.59800000000001
3010,25.946
3011,22.589
3012,21.125
3013,20.366
3014,20.81900000000001
3015,11.524
3016,8.116
3017,7.252999999999999
3018,6.256
3019,4.327
3020,2.88
3021,2.293
3022,2.053
3023,1.255
3024,0.552
3025,0.973
3026,1.4980000000000002
3027,3.97
3028,4.138
3029,4.444
3030,5.303
3031,7.267
3032,6.98
3033,5.926
3034,7.199
3035,9.045
3036,10.589
3037,11.474
3038,11.81
3039,13.388
3040,14.2
3041,14.479
3042,17.561
3043,18.223
3044,17.473
3045,17.739
3046,19.48
3047,18.916
3048,20.075
3049,18.583
3050,20.417
3051,21.808000000000003
3052,22.366
3053,21.057
3054,21.142
3055,20.036
3056,17.999000000000006
3057,16.186
3058,11.628
3059,10.603
3060,10.823
3061,9.736
3062,12.262
3063,7.829
3064,8.831
3065,8.072000000000001
3066,6.074
3067,5.756
3068,6.061
3069,4.681
3070,4.36
3071,2.855
3072,2.317
3073,2.068
3074,1.204
3075,1.57
3076,1.168
3077,1.232
3078,2.608
3079,2.103
3080,2.9810000000000003
3081,1.857
3082,1.367
3083,0.667
3084,0.095
3085,-0.1369999999999999
3086,-0.154
3087,-0.166
3088,-0.122
3089,-0.147
3090,0.129
3091,-0.168
3092,-0.159
3093,-0.041
3094,0.887
3095,1.361
3096,1.645
3097,1.941
3098,1.137
3099,1.081
3100,1.046
3101,2.189
3102,2.9960000000000004
3103,4.922
3104,4.872
3105,6.5070000000000014
3106,7.1179999999999986
3107,5.074
3108,3.06
3109,4.44
3110,6.126
3111,4.1110000000000015
3112,1.916
3113,1.161
3114,0.604
3115,0.381
3116,0.102
3117,0.176
3118,0.285
3119,0.187
3120,-0.078
3121,-0.111
3122,-0.153
3123,-0.186
3124,-0.151
3125,-0.111
3126,-0.125
3127,-0.129
3128,-0.182
3129,-0.134
3130,-0.162
3131,-0.117
3132,-0.043
3133,0.013
3134,-0.187
3135,0.083
3136,2.448
3137,1.656
3138,2.27
3139,3.06
3140,2.366
3141,1.005
3142,1.605
3143,1.101
3144,1.136
3145,3.079
3146,7.713999999999999
3147,7.832000000000002
3148,7.9
3149,7.271
3150,7.2029999999999985
3151,8.425
3152,9.226
3153,8.97
3154,4.729
3155,4.987
3156,8.826
3157,15.714
3158,23.876
3159,35.326
3160,40.776
3161,42.39100000000001
3162,42.907
3163,40.358
3164,39.079
3165,42.897
3166,40.727
3167,34.218
3168,35.61199999999999
3169,31.486
3170,30.856
3171,32.41
3172,32.135
3173,27.792
3174,22.344
3175,30.373
3176,39.916
3177,34.523
3178,24.282
3179,6.727
3180,2.7460000000000004
3181,2.657
3182,0.7440000000000001
3183,1.862
3184,0.246
3185,1.253
3186,1.836
3187,1.336
3188,3.655
3189,3.817
3190,3.329
3191,3.019
3192,3.248
3193,3.936
3194,3.826
3195,2.4730000000000003
3196,0.807
3197,0.004
3198,0.211
3199,0.519
3200,2.744
3201,2.7430000000000003
3202,3.587
3203,5.214
3204,6.627000000000002
3205,6.126
3206,5.917999999999998
3207,4.958
3208,5.081
3209,4.275
3210,7.001
3211,8.42
3212,7.999
3213,10.521
3214,9.937
3215,14.842
3216,16.84
3217,17.667
3218,21.932
3219,24.441
3220,25.148000000000003
3221,9.285
3222,5.178
3223,5.192
3224,5.193
3225,5.176
3226,5.182
3227,5.191
3228,5.188
3229,7.324
3230,10.412
3231,12.701
3232,16.243
3233,22.604
3234,18.481
3235,18.474
3236,14.749
3237,20.005
3238,14.800999999999998
3239,11.803
3240,11.824000000000002
3241,9.665
3242,12.058
3243,9.967
3244,8.056000000000001
3245,10.894
3246,13.592
3247,11.925
3248,11.58
3249,12.204
3250,14.244000000000002
3251,15.337
3252,16.678
3253,11.916
3254,7.352
3255,4.347
3256,2.904
3257,0.995
3258,0.162
3259,-0.015
3260,-0.135
3261,-0.176
3262,-0.165
3263,-0.15
3264,-0.125
3265,-0.149
3266,2.938
3267,6.8420000000000005
3268,10.135
3269,17.71
3270,24.94
3271,26.291
3272,27.829
3273,35.785
3274,39.761
3275,41.217
3276,42.063
3277,42.34
3278,42.066
3279,41.624
3280,43.599
3281,43.409
3282,41.701
3283,44.964
3284,44.719
3285,44.269
3286,42.01600000000001
3287,39.903
3288,37.901
3289,36.63
3290,41.073
3291,39.906
3292,44.515
3293,44.77
3294,41.963
3295,41.971
3296,38.644
3297,35.491
3298,39.635
3299,39.739
3300,38.659
3301,36.143
3302,36.441
3303,40.891
3304,42.959
3305,39.297
3306,38.478
3307,36.059
3308,27.691
3309,27.847
3310,24.058000000000003
3311,22.405
3312,15.779000000000002
3313,16.007
3314,9.492
3315,8.615
3316,8.766
3317,7.023
3318,8.756
3319,6.601
3320,4.276
3321,3.714
3322,1.185
3323,0.642
3324,1.092
3325,-0.233
3326,-0.204
3327,-0.176
3328,-0.176
3329,-0.168
3330,-0.121
3331,-0.019
3332,1.094
3333,3.165
3334,11.201
3335,16.291
3336,12.893
3337,8.706
3338,6.4270000000000005
3339,7.497000000000001
3340,6.91
3341,6.38
3342,7.042000000000002
3343,6.252999999999999
3344,6.585
3345,6.96
3346,5.32
3347,6.109
3348,4.646
3349,4.98
3350,5.417000000000002
3351,5.924
3352,6.835
3353,7.49
3354,7.273
3355,8.971
3356,8.875
3357,8.544
3358,8.479
3359,8.243
3360,9.024
3361,8.822000000000003
3362,7.442
3363,7.268
3364,7.432
3365,9.21
3366,9.094
3367,9.466
3368,10.802
3369,11.379
3370,13.236
3371,15.973
3372,17.631
3373,18.089
3374,20.114
3375,23.742
3376,22.885
3377,19.316
3378,18.88
3379,18.101
3380,19.69
3381,19.928
3382,17.647000000000006
3383,16.848
3384,16.805999999999994
3385,20.27
3386,20.782
3387,24.06900000000001
3388,21.189
3389,22.265
3390,21.791
3391,25.907
3392,25.202
3393,27.59800000000001
3394,25.84
3395,27.484
3396,23.535
3397,21.236
3398,26.041
3399,30.185
3400,28.287
3401,26.75
3402,28.899
3403,31.804
3404,31.878
3405,30.049
3406,29.807
3407,28.885
3408,26.342
3409,28.878
3410,30.2
3411,28.768
3412,29.69400000000001
3413,32.223
3414,28.238000000000003
3415,32.524
3416,29.837
3417,26.752
3418,27.105
3419,29.687
3420,30.932
3421,29.269
3422,24.125
3423,29.783
3424,31.192
3425,26.128
3426,30.082
3427,26.932
3428,25.573
3429,25.307
3430,20.335
3431,20.857
3432,19.277
3433,18.583
3434,20.878
3435,18.201
3436,16.32
3437,16.392
3438,16.477
3439,14.559
3440,12.922
3441,15.52
3442,12.84
3443,15.22
3444,15.685
3445,18.262
3446,16.351
3447,15.37
3448,15.755999999999998
3449,18.7
3450,19.44400000000001
3451,23.934
3452,24.56
3453,19.676
3454,23.283
3455,21.417
3456,20.224
3457,18.77
3458,15.868
3459,13.956
3460,11.550999999999998
3461,11.012
3462,10.165
3463,10.744000000000002
3464,12.459
3465,10.894
3466,12.815
3467,13.73
3468,16.701
3469,14.945
3470,12.421
3471,12.258
3472,11.352
3473,10.918
3474,8.815
3475,10.16
3476,9.412
3477,9.467
3478,10.521
3479,10.994000000000002
3480,11.107
3481,10.956
3482,10.11
3483,9.128
3484,8.184
3485,8.481
3486,8.905
3487,8.537
3488,7.848
3489,6.783
3490,5.347
3491,4.172
3492,3.17
3493,3.079
3494,2.283
3495,1.664
3496,1.607
3497,1.46
3498,1.884
3499,2.07
3500,2.244
3501,2.978
3502,2.46
3503,5.274
3504,7.084
3505,6.153
3506,8.414
3507,8.607000000000001
3508,9.92
3509,6.207000000000002
3510,9.534
3511,10.21
3512,9.125
3513,7.285
3514,6.195
3515,5.417999999999998
3516,5.295
3517,4.0310000000000015
3518,2.92
3519,1.722
3520,0.975
3521,0.617
3522,0.389
3523,0.6779999999999999
3524,0.6859999999999999
3525,0.467
3526,0.189
3527,0.136
3528,-0.142
3529,0.191
3530,0.015
3531,0.036
3532,-0.118
3533,0.901
3534,0.6990000000000001
3535,1.295
3536,1.551
3537,1.475
3538,1.816
3539,1.912
3540,0.775
3541,0.075
3542,-0.147
3543,1.31
3544,1.6030000000000002
3545,1.456
3546,0.631
3547,0.018
3548,-0.121
3549,0.599
3550,1.351
3551,0.8009999999999999
3552,0.078
3553,-0.144
3554,-0.135
3555,-0.114
3556,0.877
3557,1.486
3558,2.269
3559,1.676
3560,1.137
3561,0.615
3562,-0.062
3563,0.804
3564,1.4469999999999998
3565,1.469
3566,1.7280000000000002
3567,1.994
3568,2.234
3569,1.955
3570,1.141
3571,1.967
3572,2.577
3573,1.739
3574,1.429
3575,1.839
3576,1.896
3577,1.95
3578,2.551
3579,3.412
3580,3.478
3581,4.261
3582,4.855
3583,4.238
3584,4.243
3585,3.478
3586,3.124
3587,2.991
3588,3.993
3589,2.283
3590,1.247
3591,0.018
3592,-0.119
3593,-0.1669999999999999
3594,-0.134
3595,0.059
3596,1.044
3597,2.172
3598,4.522
3599,6.62
3600,6.542000000000002
3601,5.327000000000001
3602,5.7120000000000015
3603,4.993
3604,6.265
3605,5.535
3606,4.919
3607,5.976
3608,2.715
3609,2.467
3610,1.524
3611,2.231
3612,2.765
3613,1.791
3614,2.18
3615,1.293
3616,1.3530000000000002
3617,1.297
3618,0.893
3619,0.249
3620,0.428
3621,0.434
3622,1.345
3623,3.471
3624,4.542
3625,4.28
3626,3.755
3627,2.754
3628,3.08
3629,1.877
3630,1.198
3631,1.065
3632,0.308
3633,0.165
3634,0.753
3635,2.673
3636,4.11
3637,5.364
3638,5.64
3639,7.661
3640,10.0
3641,12.419
3642,15.296
3643,13.86
3644,14.782
3645,15.98
3646,17.784000000000006
3647,19.055
3648,20.471
3649,21.393
3650,21.821
3651,17.570999999999998
3652,16.327
3653,16.45
3654,26.126
3655,24.475
3656,27.442
